biomodels_luid	name	format	format_version	publication_title	publication_year
MODEL1302010018	Pitkanen2014 - Metabolic reconstruction of Rhizopus oryzae using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010019	Pitkanen2014 - Metabolic reconstruction of Trichoderma reesei using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010020	Pitkanen2014 - Metabolic reconstruction of Nectria haematococca using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010021	Pitkanen2014 - Metabolic reconstruction of Schizosaccharomyces japonicus using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010022	Pitkanen2014 - Metabolic reconstruction of Histoplasma capsulatum using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010023	Pitkanen2014 - Metabolic reconstruction of Debaryomyces hansenii using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010024	Pitkanen2014 - Metabolic reconstruction of Aspergillus fumigatus using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010025	Pitkanen2014 - Metabolic reconstruction of Phanerochaete chrysosporium using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010026	Pitkanen2014 - Metabolic reconstruction of Fusarium graminearum using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010027	Pitkanen2014 - Metabolic reconstruction of Botrytis cinerea using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010028	Pitkanen2014 - Metabolic reconstruction of Candida glabrata using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010029	Pitkanen2014 - Metabolic reconstruction of Saccharomyces cerevisiae using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010030	Pitkanen2014 - Metabolic reconstruction of Encephalitozoon cuniculi using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010031	Pitkanen2014 - Metabolic reconstruction of Mycosphaerella graminicola using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010032	Pitkanen2014 - Metabolic reconstruction of Postia placenta using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010033	Pitkanen2014 - Metabolic reconstruction of Lodderomyces elongisporus using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010034	Pitkanen2014 - Metabolic reconstruction of Sclerotinia sclerotiorum using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010035	Pitkanen2014 - Metabolic reconstruction of Schizosaccharomyces pombe using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010036	Pitkanen2014 - Metabolic reconstruction of Sporobolomyces roseus using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010037	Pitkanen2014 - Metabolic reconstruction of Candida lusitaniae using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010038	Pitkanen2014 - Metabolic reconstruction of Ashbya gossypii using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010039	Pitkanen2014 - Metabolic reconstruction of Cryptococcus neoformans using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010040	Pitkanen2014 - Metabolic reconstruction of Neurospora crassa using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010041	Pitkanen2014 - Metabolic reconstruction of Laccaria bicolor using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010042	Pitkanen2014 - Metabolic reconstruction of Batrachochytrium dendrobatidis using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010043	Pitkanen2014 - Metabolic reconstruction of Pichia stipitis using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010044	Pitkanen2014 - Metabolic reconstruction of Uncinocarpus reesii using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010045	Pitkanen2014 - Metabolic reconstruction of Puccinia graminis using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010046	Pitkanen2014 - Metabolic reconstruction of Candida albicans using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010047	Pitkanen2014 - Metabolic reconstruction of Neosartorya fischeri using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302010048	Pitkanen2014 - Metabolic reconstruction of Pichia pastoris using CoReCo	SBML	L2V4	Comparative genome-scale reconstruction of gapless metabolic networks for present and ancestral species.	2014.0
MODEL1302140000	MODEL1302140000				
MODEL1302180001	Sanjuan2013 - Evolution of HIV T-cell epitope, immune activation model	SBML	L3V1	Immune activation promotes evolutionary conservation of T-cell epitopes in HIV-1.	2013.0
MODEL1302180002	Sanjuan2013 - Evolution of HIV T-cell epitope, control model	SBML	L3V1	Immune activation promotes evolutionary conservation of T-cell epitopes in HIV-1.	2013.0
MODEL1302200000	Büchel2013 - Dopaminergic Nerve Cell Model	SBML	L2V4	Parkinson's disease: dopaminergic nerve cell model is consistent with experimental finding of increased extracellular transport of α-synuclein.	2013.0
MODEL1302210000	MODEL1302210000				
MODEL1303010000	Lopez2013 - extrinsic apoptosis M1a embedded	SBML	L2V1	Programming biological models in Python using PySB.	2013.0
MODEL1303130002	MODEL1303130002				
MODEL1303130003	MODEL1303130003				
MODEL1303140000	Mazemondet2012 - beta-catenin dynamics in human neural progenitor cells	SBML	L2V4	Elucidating the sources of β-catenin dynamics in human neural progenitor cells.	2012.0
MODEL1303140001	Ray2013 - S.cerevisiae meiosis-specific metabolic network	SBML	L2V1	Characterization of the metabolic requirements in yeast meiosis.	2013.0
MODEL1303200000	MODEL1303200000				
MODEL1303260000	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 00	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260001	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 01	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260002	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 02	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260003	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 03	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260004	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 04	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260005	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 05	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260006	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 06	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260007	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 07	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260008	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 08	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260009	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 09	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260010	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 10	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260011	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 11	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260012	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 12	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260013	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 13	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260014	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 14	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260015	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 15	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260016	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 16	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260017	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 17	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1303260018	Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18	SBML	L2V4	A model of yeast glycolysis based on a consistent kinetic characterisation of all its enzymes.	2013.0
MODEL1304120000	Goyal2014 - Genome-scale metabolic model of M.maripaludis S2	SBML	L2V1	A genome-scale metabolic model of Methanococcus maripaludis S2 for CO2 capture and conversion to methane.	2014.0
MODEL1304150000	MODEL1304150000				
MODEL1304150001	MODEL1304150001				
MODEL1304230000	MODEL1304230000				
MODEL1304240000	Imam2013 - Metabolic network in Rhodobacter sphaeroides (iRsp1140)	SBML	L2V1	Global insights into energetic and metabolic networks in Rhodobacter sphaeroides.	2013.0
MODEL1304300000	Hofmeyr1996 - metabolic control analysis	SBML	L2V4	Co-response analysis: a new experimental strategy for metabolic control analysis.	1996.0
MODEL1305010000	Chavez2009 - a core regulatory network of OCT4 in human embryonic stem cells	SBML	L2V4	In silico identification of a core regulatory network of OCT4 in human embryonic stem cells using an integrated approach.	2009.0
MODEL1305240000	MacNamara2012 - Signal transduction	SBML	L3V1	State-time spectrum of signal transduction logic models.	2012.0
MODEL1306270000	MODEL1306270000				
MODEL1306270001	MODEL1306270001				
MODEL1308080002	Koch2005 - Sucrose breakdown pathway - Petri net	SBML	L3V1	Application of Petri net theory for modelling and validation of the sucrose breakdown pathway in the potato tuber.	2005.0
MODEL1308080003	Cao2010 - Epigenetic state of lysogeny in phage lambda	SBML	L2V4	Probability landscape of heritable and robust epigenetic state of lysogeny in phage lambda.	2010.0
MODEL1308180000	Rex2013 - Genome scale metabolic model of D.shibae (iDsh827)	SBML	L2V1	Swimming in light: a large-scale computational analysis of the metabolism of Dinoroseobacter shibae.	2013.0
MODEL1308300000	MODEL1308300000				
MODEL1309040000	MODEL1309040000				
MODEL1309200000	MODEL1309200000				
MODEL1310110000	Thiele2013 - Cerebellum cells in granular layer	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110001	Thiele2013 - Adrenal gland glandular cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110002	Thiele2013 - Spleen cells in white pulp	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110003	Thiele2013 - Skin epidermal cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110004	Thiele2013 - Uterus post menopause glandular cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110005	Thiele2013 - Hippocampus glial cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110006	Thiele2013 - Uterus pre menopause glandular cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110007	Thiele2013 - Lymph node non germinal center cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110008	Thiele2013 - Testis Leydig cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110009	Thiele2013 - Fallopian tube glandular cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110010	Thiele2013 - Lung pneumocytes	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110011	Thiele2013 - Skeletal muscle myocytes	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110012	Thiele2013 - Duodenum glandular cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110013	Thiele2013 - Pancreas islets of Langerhans	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110014	Thiele2013 - Liver hepatocytes	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
MODEL1310110015	Thiele2013 - Thyroid gland glandular cells	SBML	L2V4	A community-driven global reconstruction of human metabolism.	2013.0
